                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.68931,                0.44371,                0.95246,                 0.8307,                0.48914,                0.96034,                0.91372,                0.88699,                 0.9444,                0.80004,                0.60695,                0.39132,                0.92463,                0.66785,                0.40164,                0.93475,               0.002773,               0.002773,               0.002773
                     76,                0.69004,                0.44265,                0.95348,                0.83021,                0.48876,                0.96081,                0.91443,                0.88661,                0.94459,                0.80047,                0.60627,                0.39046,                0.92419,                0.66696,                0.40044,                0.93424,               0.002674,               0.002674,               0.002674
                     77,                0.68528,                0.43821,                 0.9525,                0.82202,                0.48068,                0.95995,                0.91313,                0.88942,                0.94479,                 0.8011,                0.60558,                0.38955,                 0.9238,                0.66621,                0.39885,                0.93391,               0.002575,               0.002575,               0.002575
                     78,                 0.6838,                0.43905,                0.94819,                0.82517,                0.48233,                0.95542,                0.91368,                0.89034,                0.94495,                0.80141,                0.60494,                0.38855,                0.92343,                 0.6654,                0.39757,                0.93353,               0.002476,               0.002476,               0.002476
                     79,                0.68354,                0.43542,                0.94965,                0.82276,                0.47673,                0.95751,                0.91428,                0.89049,                0.94551,                 0.8022,                0.60436,                0.38761,                0.92304,                0.66458,                 0.3956,                0.93323,               0.002377,               0.002377,               0.002377
                     80,                0.67973,                0.43436,                0.94691,                0.81739,                0.47661,                0.95426,                0.91502,                0.88985,                0.94589,                0.80268,                0.60373,                0.38654,                0.92266,                0.66391,                0.39395,                 0.9328,               0.002278,               0.002278,               0.002278
                     81,                0.67961,                0.43235,                0.94419,                0.81835,                 0.4739,                0.95126,                0.91646,                0.88898,                0.94603,                0.80288,                0.60308,                0.38555,                0.92225,                0.66332,                0.39302,                0.93233,               0.002179,               0.002179,               0.002179
                     82,                0.67714,                0.42848,                0.94645,                0.81426,                0.46773,                0.95326,                0.92064,                0.88663,                0.94633,                0.80351,                 0.6025,                0.38461,                0.92189,                0.66265,                0.39105,                0.93198,                0.00208,                0.00208,                0.00208
                     83,                0.67445,                0.42855,                0.94392,                 0.8128,                0.46993,                0.95108,                0.92098,                0.88635,                0.94667,                0.80405,                0.60177,                0.38362,                0.92142,                0.66162,                0.38992,                0.93152,               0.001981,               0.001981,               0.001981
                     84,                0.67056,                0.42373,                0.94385,                0.80554,                0.46254,                0.95047,                0.92138,                0.88685,                0.94688,                0.80445,                0.60113,                0.38271,                0.92103,                0.66069,                0.38911,                0.93108,               0.001882,               0.001882,               0.001882
                     85,                0.67026,                 0.4226,                0.94316,                 0.8085,                0.46409,                 0.9496,                0.92274,                0.88656,                0.94736,                0.80476,                0.60047,                0.38179,                0.92067,                   0.66,                 0.3872,                0.93069,               0.001783,               0.001783,               0.001783
                     86,                0.66295,                0.41603,                0.94188,                0.79839,                 0.4532,                0.94771,                0.91926,                0.89004,                0.94742,                0.80519,                0.59982,                0.38088,                0.92031,                0.65925,                0.38593,                0.93033,               0.001684,               0.001684,               0.001684
                     87,                0.66616,                 0.4192,                0.93985,                0.80385,                 0.4573,                0.94598,                 0.9196,                0.88914,                0.94752,                0.80539,                0.59913,                0.37993,                0.91988,                0.65851,                0.38506,                0.92992,               0.001585,               0.001585,               0.001585
                     88,                0.66267,                0.41551,                0.94076,                0.79136,                0.44819,                0.94681,                0.92066,                0.89061,                0.94784,                  0.806,                0.59847,                0.37891,                0.91951,                0.65759,                0.38408,                0.92941,               0.001486,               0.001486,               0.001486
                     89,                0.66042,                0.41396,                0.93699,                0.79712,                0.45051,                0.94353,                0.92438,                0.88728,                0.94815,                0.80652,                0.59785,                0.37789,                0.91917,                0.65681,                0.38374,                0.92902,               0.001387,               0.001387,               0.001387
                     90,                0.65461,                0.40786,                0.93689,                 0.7884,                  0.441,                0.94298,                0.92329,                0.88964,                0.94846,                0.80694,                0.59726,                0.37699,                0.91881,                0.65595,                0.38229,                 0.9285,               0.001288,               0.001288,               0.001288
                     91,                 0.6186,                0.37048,                0.92107,                0.71519,                0.36948,                0.92557,                0.92192,                0.89114,                0.94853,                0.80729,                0.59664,                0.37589,                0.91846,                0.65531,                0.38138,                0.92824,               0.001189,               0.001189,               0.001189
                     92,                0.61073,                0.36349,                 0.9163,                0.71002,                0.36102,                0.92118,                0.92419,                 0.8915,                  0.949,                0.80775,                 0.5959,                0.37457,                0.91799,                0.65454,                0.37945,                0.92774,                0.00109,                0.00109,                0.00109
                     93,                0.60749,                0.35933,                0.91643,                0.70306,                0.35438,                0.92191,                0.92503,                0.89136,                0.94923,                0.80834,                0.59515,                 0.3733,                0.91754,                0.65367,                0.37789,                0.92724,               0.000991,               0.000991,               0.000991
                     94,                0.60133,                0.35547,                0.91104,                 0.6978,                 0.3509,                0.91639,                0.92366,                0.89321,                0.94959,                0.80897,                0.59443,                0.37207,                0.91711,                0.65273,                0.37665,                 0.9266,               0.000892,               0.000892,               0.000892
                     95,                0.60209,                0.35354,                0.91186,                0.69628,                0.34707,                0.91684,                0.92149,                0.89571,                0.94969,                0.80918,                0.59372,                0.37089,                0.91664,                  0.652,                0.37571,                 0.9261,               0.000793,               0.000793,               0.000793
                     96,                0.59809,                 0.3508,                0.90963,                0.69195,                0.34306,                 0.9148,                0.92279,                0.89579,                0.94992,                0.80963,                0.59301,                0.36971,                0.91616,                0.65159,                0.37383,                0.92588,               0.000694,               0.000694,               0.000694
                     97,                0.59439,                 0.3486,                0.90606,                0.68643,                0.33942,                0.91149,                0.92253,                0.89608,                 0.9501,                0.81011,                0.59224,                0.36856,                 0.9157,                0.65065,                  0.373,                0.92538,               0.000595,               0.000595,               0.000595
                     98,                0.59213,                0.34506,                0.90514,                0.68362,                0.33464,                0.90943,                0.92265,                0.89729,                0.95024,                0.81038,                0.59157,                0.36738,                 0.9153,                 0.6495,                0.37216,                0.92486,               0.000496,               0.000496,               0.000496
                     99,                0.59075,                 0.3443,                 0.9052,                0.68338,                0.33462,                0.90954,                0.92214,                0.89959,                0.95046,                0.81106,                0.59076,                0.36631,                0.91484,                 0.6486,                0.37036,                0.92436,               0.000397,               0.000397,               0.000397
                    100,                0.58636,                0.34079,                0.90326,                 0.6762,                0.33182,                0.90779,                0.92245,                0.90036,                0.95063,                0.81128,                0.59001,                0.36518,                0.91438,                0.64772,                0.36914,                0.92402,               0.000298,               0.000298,               0.000298
